PERIODO,SEDE,CODIGO_DE_CURSO,HORARIO,FRECUENCIA,AULA,ALUMN
202506,Surco,K02S,10:50 - 12:31,Sabatino,203,22
202506,Surco,K02S,08:55 - 10:36,Sabatino,203,22
202506,Lima Norte Satélite,K03S,10:50 - 12:31,Sabatino,204,20
202506,San Miguel,K03S,10:50 - 12:31,Sabatino,403,19
202506,La Molina,K03S,10:50 - 12:31,Sabatino,313,19
202506,Surco,K03S,08:55 - 10:36,Sabatino,204,23
202506,Lima Centro,K03S,10:50 - 12:31,Sabatino,302,23
202506,San Miguel,K04S,10:50 - 12:31,Sabatino,405,20
202506,Lima Norte Satélite,K04S,08:55 - 10:36,Sabatino,106,20
202506,Surco,K04S,08:55 - 10:36,Sabatino,209,23
202506,Lima Centro,K04S,08:55 - 10:36,Sabatino,204,18
202506,San Miguel,K05S,10:50 - 12:31,Sabatino,402,20
202506,La Molina,K05S,08:55 - 10:36,Sabatino,301,20
202506,Lima Centro,K05S,10:50 - 12:31,Sabatino,202,19
202506,Miraflores,K05S,10:50 - 12:31,Sabatino,302,15
202506,La Molina,K06S,08:55 - 10:36,Sabatino,302,20
202506,Miraflores,K06S,10:50 - 12:31,Sabatino,410,19
202506,Lima Centro,K06S,08:55 - 10:36,Sabatino,308,19
202506,La Molina,Y01S,12:45 - 14:26,Sabatino,303,22
202506,Lima Centro,Y01S,08:55 - 10:36,Sabatino,302,23
202506,Surco,Y01S,08:55 - 10:36,Sabatino,307,23
202506,San Miguel,Y02S,10:50 - 12:31,Sabatino,606,18
202506,San Miguel,JR1SP,08:55 - 10:36,Sabatino,507,20
202506,Lima Norte Satélite,JR1SP,10:50 - 12:31,Sabatino,303,23
202506,San Miguel,JR1SP,10:50 - 12:31,Sabatino,604,20
202506,La Molina,JR1SP,08:55 - 10:36,Sabatino,303,22
202506,La Molina,JR1SP,10:50 - 12:31,Sabatino,406,22
202506,Lima Norte Satélite,JR1SP,08:55 - 10:36,Sabatino,410,23
202506,Surco,JR1SP,10:50 - 12:31,Sabatino,204,23
202506,Chimbote,JR1SP,10:50 - 12:31,Sabatino,202,16
202506,Surco,JR1SP,08:55 - 10:36,Sabatino,310,23
202506,Miraflores,JR1SP,10:50 - 12:31,Sabatino,504,23
202506,Iquitos,JR1SP,08:55 - 10:36,Sabatino,201,23
202506,Lima Centro,JR1SP,08:55 - 10:36,Sabatino,605,23
202506,Lima Centro,JR1SP,10:50 - 12:31,Sabatino,403,23
202506,Lima Norte Satélite,JR2SP,10:50 - 12:31,Sabatino,322,15
202506,Lima Norte Satélite,JR2SP,08:55 - 10:36,Sabatino,310,23
202506,Lima Norte Satélite,JR2SP,10:50 - 12:31,Sabatino,323,16
202506,Lima Norte Satélite,JR2SP,10:50 - 12:31,Sabatino,324,16
202506,La Molina,JR2SP,10:50 - 12:31,Sabatino,S305,23
202506,San Miguel,JR2SP,10:50 - 12:31,Sabatino,610,20
202506,La Molina,JR2SP,08:55 - 10:36,Sabatino,305,21
202506,San Miguel,JR2SP,08:55 - 10:36,Sabatino,406,19
202506,Surco,JR2SP,08:55 - 10:36,Sabatino,313,23
202506,Surco,JR2SP,14:40 - 16:21,Sabatino,203,22
202506,Chimbote,JR2SP,10:50 - 12:31,Sabatino,404,18
202506,Surco,JR2SP,10:50 - 12:31,Sabatino,305,23
202506,Lima Centro,JR2SP,10:50 - 12:31,Sabatino,304,23
202506,Lima Centro,JR2SP,08:55 - 10:36,Sabatino,311,23
202506,Iquitos,JR2SP,08:55 - 10:36,Sabatino,302,23
202506,Miraflores,JR2SP,10:50 - 12:31,Sabatino,411,22
202506,San Miguel,JR3SP,10:50 - 12:31,Sabatino,607,20
202506,Lima Norte Satélite,JR3SP,08:55 - 10:36,Sabatino,420,19
202506,Lima Norte Satélite,JR3SP,10:50 - 12:31,Sabatino,301,23
202506,Miraflores,JR3SP,10:50 - 12:31,Sabatino,305,15
202506,Surco,JR3SP,10:50 - 12:31,Sabatino,303,22
202506,Lima Centro,JR3SP,10:50 - 12:31,Sabatino,608,18
202506,Lima Centro,JR3SP,08:55 - 10:36,Sabatino,705,21
202506,Lima Norte Satélite,JR4SP,10:50 - 12:31,Sabatino,405,17
202506,Lima Norte Satélite,JR4SP,08:55 - 10:36,Sabatino,305,20
202506,San Miguel,JR4SP,10:50 - 12:31,Sabatino,504,20
202506,La Molina,JR4SP,08:55 - 10:36,Sabatino,306,22
202506,Lima Centro,JR4SP,10:50 - 12:31,Sabatino,103,23
202506,Surco,JR4SP,08:55 - 10:36,Sabatino,306,23
202506,Miraflores,JR4SP,10:50 - 12:31,Sabatino,301,15
202506,La Molina,JR5SP,10:50 - 12:31,Sabatino,412,20
202506,San Miguel,JR5SP,10:50 - 12:31,Sabatino,608,19
202506,Lima Norte Satélite,JR5SP,08:55 - 10:36,Sabatino,311,23
202506,Lima Norte Satélite,JR5SP,10:50 - 12:31,Sabatino,302,23
202506,Surco,JR5SP,10:50 - 12:31,Sabatino,403,22
202506,Miraflores,JR5SP,10:50 - 12:31,Sabatino,406,23
202506,Lima Centro,JR5SP,10:50 - 12:31,Sabatino,406,23
202506,Lima Norte Satélite,JR6SP,08:55 - 10:36,Sabatino,318,14
202506,Lima Norte Satélite,JR6SP,14:40 - 16:21,Sabatino,105,20
202506,Lima Norte Satélite,JR6SP,10:50 - 12:31,Sabatino,416,17
202506,San Miguel,JR6SP,10:50 - 12:31,Sabatino,701,19
202506,Surco,JR6SP,10:50 - 12:31,Sabatino,201,20
202506,Lima Centro,JR6SP,12:45 - 14:26,Sabatino,201,19
202506,Lima Centro,JR6SP,08:55 - 10:36,Sabatino,708,23
202506,Iquitos,JR6SP,08:55 - 10:36,Sabatino,404,23
202506,Miraflores,JR6SP,10:50 - 12:31,Sabatino,609,17
202506,Surco,JR6SP,08:55 - 10:36,Sabatino,308,23
202506,San Miguel,JR7SP,10:50 - 12:31,Sabatino,703,19
202506,La Molina,JR7SP,08:55 - 10:36,Sabatino,307,20
202506,San Miguel,JR7SP,08:55 - 10:36,Sabatino,603,19
202506,Lima Norte Satélite,JR7SP,10:50 - 12:31,Sabatino,417,14
202506,Lima Norte Satélite,JR7SP,08:55 - 10:36,Sabatino,321,15
202506,Surco,JR7SP,08:55 - 10:36,Sabatino,311,23
202506,Iquitos,JR7SP,12:45 - 14:26,Sabatino,301,23
202506,Miraflores,JR7SP,10:50 - 12:31,Sabatino,702,22
202506,Lima Centro,JR7SP,10:50 - 12:31,Sabatino,503,23
202506,Lima Norte Satélite,JR8SP,10:50 - 12:31,Sabatino,418,19
202506,La Molina,JR8SP,08:55 - 10:36,Sabatino,308,22
202506,San Miguel,JR8SP,08:55 - 10:36,Sabatino,604,20
202506,San Miguel,JR8SP,10:50 - 12:31,Sabatino,707,20
202506,Lima Norte Satélite,JR8SP,08:55 - 10:36,Sabatino,322,15
202506,Surco,JR8SP,10:50 - 12:31,Sabatino,211,23
202506,Lima Centro,JR8SP,08:55 - 10:36,Sabatino,709,20
202506,San Miguel,PT1SP,10:50 - 12:31,Sabatino,708,19
202506,La Molina,PT1SP,08:55 - 10:36,Sabatino,310,19
202506,Lima Norte Satélite,PT1SP,08:55 - 10:36,Sabatino,323,16
202506,Surco,PT1SP,10:50 - 12:31,Sabatino,302,22
202506,Lima Centro,PT1SP,10:50 - 12:31,Sabatino,708,23
202506,Miraflores,PT1SP,10:50 - 12:31,Sabatino,703,22
202506,Iquitos,PT2SP,12:45 - 14:26,Sabatino,302,20
202506,Surco,PT2SP,12:45 - 14:26,Sabatino,307,20
202506,Lima Norte Satélite,PT2SP,10:50 - 12:31,Sabatino,419,19
202506,La Molina,PT2SP,08:55 - 10:36,Sabatino,311,19
202506,Lima Norte Satélite,PT2SP,08:55 - 10:36,Sabatino,324,16
202506,Lima Centro,PT2SP,10:50 - 12:31,Sabatino,307,23
202506,Lima Norte Satélite,PT3SP,08:55 - 10:36,Sabatino,325,16
202506,Lima Norte Satélite,PT3SP,10:50 - 12:31,Sabatino,420,19
202506,Surco,PT3SP,08:55 - 10:36,Sabatino,314,23
202506,Lima Centro,PT3SP,10:50 - 12:31,Sabatino,401,23
202506,Iquitos,PT3SP,12:45 - 14:26,Sabatino,201,23
202506,Miraflores,PT3SP,10:50 - 12:31,Sabatino,709,17
202506,Lima Norte Satélite,PT4SP,10:50 - 12:31,Sabatino,317,14
202506,Lima Norte Satélite,PT4SP,08:55 - 10:36,Sabatino,405,17
202506,San Miguel,PT4SP,10:50 - 12:31,Sabatino,709,19
202506,La Molina,PT4SP,08:55 - 10:36,Sabatino,312,20
202506,Surco,PT4SP,14:40 - 16:21,Sabatino,204,23
202506,Lima Centro,PT4SP,10:50 - 12:31,Sabatino,402,23
202506,La Molina,PT5SP,08:55 - 10:36,Sabatino,313,19
202506,San Miguel,PT5SP,08:55 - 10:36,Sabatino,703,19
202506,Lima Norte Satélite,PT5SP,14:40 - 16:21,Sabatino,102,20
202506,Lima Norte Satélite,PT5SP,10:50 - 12:31,Sabatino,325,16
202506,Surco,PT5SP,08:55 - 10:36,Sabatino,309,23
202506,Lima Centro,PT5SP,10:50 - 12:31,Sabatino,407,20
202506,Miraflores,PT5SP,10:50 - 12:31,Sabatino,705,19
202506,Lima Norte Satélite,PT6SP,10:50 - 12:31,Sabatino,415,14
202506,Lima Norte Satélite,PT6SP,14:40 - 16:21,Sabatino,103,20
202506,La Molina,PT6SP,08:55 - 10:36,Sabatino,402,20
202506,Surco,PT6SP,10:50 - 12:31,Sabatino,301,22
202506,Lima Centro,PT6SP,08:55 - 10:36,Sabatino,505,23
202506,La Molina,T01SP,08:55 - 10:36,Sabatino,403,22
202506,Lima Norte Satélite,T01SP,08:55 - 10:36,Sabatino,417,14
202506,Lima Norte Satélite,T02SP,08:55 - 10:36,Sabatino,419,19
202506,Surco,T02SP,12:45 - 14:26,Sabatino,308,20
202506,Lima Norte Satélite,T03SP,07:00 - 08:41,Sabatino,101,20
202506,Lima Norte Satélite,T04SP,10:50 - 12:31,Sabatino,308,23
202506,La Molina,T04SP,12:45 - 14:26,Sabatino,310,19
202506,Lima Norte Satélite,T05SP,10:50 - 12:31,Sabatino,310,23
202506,Surco,T05SP,08:55 - 10:36,Sabatino,404,23
202506,Pucallpa,JR1SP,10:50 - 12:31,Sabatino,203,20
202506,Pucallpa,JR2SP,08:55 - 10:36,Sabatino,204,23
202506,Pucallpa,B01RP,16:00 - 17:30,Diario,202,20
202506,Pucallpa,B00RP,17:45 - 19:15,Diario,204,24
202506,Pucallpa,B09RP,17:45 - 19:15,Diario,205,14
202506,Pucallpa,B07RP,17:45 - 19:15,Diario,202,20
202506,Pucallpa,B08RP,16:00 - 17:30,Diario,205,14
202506,Pucallpa,B05RP,16:00 - 17:30,Diario,206,15
202506,Pucallpa,B05RP,19:30 - 21:00,Diario,203,20
202506,Pucallpa,B02RP,16:00 - 17:30,Diario,204,24
202506,Pucallpa,B03RP,16:00 - 17:30,Diario,201,19
202506,Pucallpa,B04RP,16:00 - 17:30,Diario,203,20
202506,Pucallpa,B02RP,17:45 - 19:15,Diario,203,20
202506,Pucallpa,B02RP,19:30 - 21:00,Diario,201,19
202506,Pucallpa,B03RP,19:30 - 21:00,Diario,202,20
202506,Pucallpa,B04RP,19:30 - 21:00,Diario,206,15
202506,Ica,B01CP,07:00 - 14:26,Sabatino,104,13
202506,Ica,AG2SI,07:00 - 14:26,Sabatino,203,14
202506,Ica,AP1SI,07:00 - 14:26,Sabatino,102,15
202506,Ica,B05CP,07:00 - 14:26,Sabatino,101,15
202506,Ica,B10CP,07:00 - 14:26,Sabatino,103,17
202506,Ica,B04CP,07:00 - 14:26,Sabatino,204,19
202506,Ica,I01CP,07:00 - 14:26,Sabatino,107,19
202506,Ica,I04CP,07:00 - 14:26,Sabatino,201,15
202506,Ica,B03CP,07:00 - 14:26,Sabatino,106,19
202506,Ica,B02RP,08:45 - 10:15,Diario,104,13
202506,Ica,B05RP,08:45 - 10:15,Diario,101,15
202506,Ica,B03RP,08:45 - 10:15,Diario,102,15
202506,Ica,B00RP,10:30 - 12:00,Diario,102,15
202506,Ica,B01RP,10:30 - 12:00,Diario,103,17
202506,Ica,AW1,16:00 - 17:30,Diario,108,12
202506,Ica,B05RP,16:00 - 17:30,Diario,203,14
202506,Ica,I04RP,16:00 - 17:30,Diario,202,15
202506,Ica,B03RP,16:00 - 17:30,Diario,101,15
202506,Ica,B12RP,16:00 - 17:30,Diario,201,15
202506,Ica,I01RP,16:00 - 17:30,Diario,102,15
202506,Ica,AP3,16:00 - 17:30,Diario,106,19
202506,Ica,B04RP,16:00 - 17:30,Diario,103,17
202506,Ica,B01RP,16:00 - 17:30,Diario,204,19
202506,Ica,I05,16:00 - 17:30,Diario,107,19
202506,Ica,B02RP,16:00 - 17:30,Diario,105,24
202506,Ica,B07RP,17:45 - 19:15,Diario,104,13
202506,Ica,B09RP,17:45 - 19:15,Diario,203,14
202506,Ica,AP3,17:45 - 19:15,Diario,202,15
202506,Ica,B04RP,17:45 - 19:15,Diario,201,15
202506,Ica,B06RP,17:45 - 19:15,Diario,102,15
202506,Ica,B05RP,17:45 - 19:15,Diario,101,15
202506,Ica,B08RP,17:45 - 19:15,Diario,103,17
202506,Ica,I10,17:45 - 19:15,Diario,204,19
202506,Ica,AP2,17:45 - 19:15,Diario,106,19
202506,Ica,I12,17:45 - 19:15,Diario,105,24
202506,Ica,B00RP,17:45 - 19:15,Diario,107,19
202506,Ica,B09RP,19:30 - 21:00,Diario,101,15
202506,Ica,I02RP,19:30 - 21:00,Diario,102,15
202506,Ica,B01RP,19:30 - 21:00,Diario,103,17
202506,Ica,B02RP,19:30 - 21:00,Diario,105,24
202506,Ica,JR2SP,14:40 - 16:21,Sabatino,106,19
202506,Ica,K03S,10:50 - 12:31,Sabatino,108,12
202506,Ica,JR3SP,14:40 - 16:21,Sabatino,107,19
202506,Ica,JR6SP,14:40 - 16:21,Sabatino,102,15
202506,Ica,JR7SP,14:40 - 16:21,Sabatino,103,17
202506,Ica,JR8SP,14:40 - 16:21,Sabatino,101,15
202506,Ica,K02S,14:40 - 16:21,Sabatino,104,13
202506,Ica,JR1SP,14:40 - 16:21,Sabatino,204,19
202506,Ica,B00CP,07:00 - 14:26,Sabatino,105,24
202506,San Juan de Lurigancho Satélite,B00CP,07:00 - 14:26,Sabatino,503,28
202506,Lima Norte Satélite,B00RP,16:00 - 17:30,Diario,310,24
202506,Miraflores,B00RP,16:00 - 17:30,Diario,407,22
202506,Pucallpa,B01RP,19:30 - 21:00,Diario,205,14
202506,Lima Norte Satélite,B00EP,12:30 - 15:45,Interdiario L-M-V,310,24
202506,Lima Norte Satélite,JR1DP,16:00 - 17:30,Interdiario,405,17
202506,San Miguel,JR1DP,17:45 - 19:15,Interdiario,201,20
202506,San Miguel,JR1DP,16:00 - 17:30,Interdiario,201,20
202506,Surco,JR1DP,16:00 - 17:30,Interdiario,101,22
202506,Lima Centro,JR1DP,16:00 - 17:30,Interdiario,201,19
202506,Lima Norte Satélite,JR2DP,16:00 - 17:30,Interdiario,323,16
202506,San Miguel,JR2DP,17:45 - 19:15,Interdiario,202,19
202506,Surco,JR2DP,17:45 - 19:15,Interdiario,101,22
202506,Lima Centro,JR2DP,16:00 - 17:30,Interdiario,202,19
202506,La Molina,JR3DP,16:00 - 17:30,Interdiario,402,20
202506,Lima Norte Satélite,JR3DP,17:45 - 19:15,Interdiario,413,23
202506,San Miguel,JR3DP,17:45 - 19:15,Interdiario,301,20
202506,Surco,JR3DP,17:45 - 19:15,Interdiario,102,22
202506,Lima Centro,JR3DP,16:00 - 17:30,Interdiario,203,23
202506,Miraflores,JR3DP,16:00 - 17:30,Interdiario,302,15
202506,San Miguel,JR4DP,16:00 - 17:30,Interdiario,202,19
202506,San Miguel,JR4DP,17:45 - 19:15,Interdiario,302,19
202506,La Molina,JR4DP,17:45 - 19:15,Interdiario,S202,22
202506,Lima Norte Satélite,JR4DP,17:45 - 19:15,Interdiario,422,20
202506,Surco,JR4DP,16:00 - 17:30,Interdiario,102,22
202506,Miraflores,JR4DP,16:00 - 17:30,Interdiario,305,15
202506,Lima Norte Satélite,JR5DP,16:00 - 17:30,Interdiario,103,20
202506,San Miguel,JR5DP,16:00 - 17:30,Interdiario,301,20
202506,Surco,JR5DP,16:00 - 17:30,Interdiario,103,22
202506,Lima Centro,JR5DP,16:00 - 17:30,Interdiario,204,18
202506,San Miguel,JR6DP,17:45 - 19:15,Interdiario,303,20
202506,San Miguel,JR6DP,16:00 - 17:30,Interdiario,302,19
202506,La Molina,JR6DP,16:00 - 17:30,Interdiario,202,20
202506,Lima Norte Satélite,JR6DP,16:00 - 17:30,Interdiario,318,14
202506,Surco,JR6DP,16:00 - 17:30,Interdiario,201,22
202506,Lima Centro,JR6DP,16:00 - 17:30,Interdiario,305,20
202506,Lima Centro,JR6DP,17:45 - 19:15,Interdiario,201,19
202506,Miraflores,JR6DP,17:45 - 19:15,Interdiario,302,15
202506,Miraflores,JR6DP,16:00 - 17:30,Interdiario,304,15
202506,Surco,JR6DP,17:45 - 19:15,Interdiario,103,22
202506,Lima Norte Satélite,JR8DP,16:00 - 17:30,Interdiario,105,20
202506,La Molina,JR8DP,16:00 - 17:30,Interdiario,301,20
202506,San Miguel,JR8DP,16:00 - 17:30,Interdiario,303,20
202506,Surco,JR8DP,16:00 - 17:30,Interdiario,202,22
202506,Miraflores,JR8DP,17:45 - 19:15,Interdiario,303,15
202506,Lima Centro,JR8DP,16:00 - 17:30,Interdiario,306,20
202506,San Miguel,PT1DP,17:45 - 19:15,Interdiario,401,19
202506,San Miguel,PT2DP,17:45 - 19:15,Interdiario,402,20
202506,Miraflores,PT2DP,17:45 - 19:15,Interdiario,304,15
202506,Surco,PT2DP,17:45 - 19:15,Interdiario,201,22
202506,San Miguel,PT5DP,17:45 - 19:15,Interdiario,403,19
202506,Miraflores,PT5DP,17:45 - 19:15,Interdiario,305,15
202506,San Miguel,PT6DP,16:00 - 17:30,Interdiario,401,19
202506,Lima Norte Satélite,PT6DP,16:00 - 17:30,Interdiario,324,16
202506,Miraflores,PT6DP,17:45 - 19:15,Interdiario,401,15
202506,Miraflores,T01DP,17:45 - 19:15,Interdiario,706,20
202506,San Miguel,T02DP,17:45 - 19:15,Interdiario,404,18
202506,San Miguel,T04DP,16:00 - 17:30,Interdiario,402,20
202506,Lima Norte Satélite,T04DP,17:45 - 19:15,Interdiario,319,10
202506,Miraflores,T04DP,16:00 - 17:30,Interdiario,401,15
202506,Miraflores,T05DP,16:00 - 17:30,Interdiario,205,15
202506,Surco,T06DP,17:45 - 19:15,Interdiario,202,22
202506,Miraflores,T06DP,16:00 - 17:30,Interdiario,204,15
202506,Lima Centro,T06DP,16:00 - 17:30,Interdiario,308,19
202506,Lima Norte Satélite,B01EP,10:30 - 13:45,Interdiario L-M-V,302,27
202506,Lima Norte Satélite,B01EP,16:00 - 19:15,Interdiario L-M-V,101,20
202506,Lima Norte Satélite,B01EP,16:00 - 19:15,Interdiario L-M-V,322,15
202506,Lima Norte Satélite,B01EP,07:00 - 10:15,Interdiario L-M-V,102,20
202506,La Molina,B01EP,10:30 - 13:45,Interdiario L-M-V,202,20
202506,La Molina,B01EP,17:45 - 21:00,Interdiario L-M-V,301,20
202506,La Molina,B01EP,16:00 - 19:15,Interdiario L-M-V,303,22
202506,Lima Centro,B01EP,07:00 - 10:15,Interdiario L-M-V,102,24
202506,Lima Centro,B01EP,16:00 - 19:15,Interdiario L-M-V,102,24
202506,Lima Centro,B01EP,10:30 - 13:45,Interdiario L-M-V,102,24
202506,Miraflores,B01EP,17:45 - 21:00,Interdiario L-M-V,705,19
202506,La Molina,B02EP,17:45 - 21:00,Interdiario L-M-V,306,22
202506,La Molina,B02EP,10:30 - 13:45,Interdiario L-M-V,301,20
202506,La Molina,B02EP,07:00 - 10:15,Interdiario L-M-V,311,19
202506,La Molina,B02EP,16:00 - 19:15,Interdiario L-M-V,305,21
202506,La Molina,B02EP,16:00 - 19:15,Interdiario L-M-V,304,23
202506,San Miguel,B02EP,17:45 - 21:00,Interdiario L-M-V,501,19
202506,San Miguel,B02EP,16:00 - 19:15,Interdiario L-M-V,408,20
202506,Lima Norte Satélite,B02EP,07:00 - 10:15,Interdiario L-M-V,103,20
202506,San Miguel,B02EP,07:00 - 10:15,Interdiario L-M-V,301,20
202506,San Miguel,B02EP,10:30 - 13:45,Interdiario L-M-V,301,20
202506,San Miguel,B02EP,10:30 - 13:45,Interdiario L-M-V,302,19
202506,Lima Norte Satélite,B02EP,12:30 - 15:45,Interdiario L-M-V,105,20
202506,Lima Norte Satélite,B02EP,16:00 - 19:15,Interdiario L-M-V,205,20
202506,Lima Norte Satélite,B02EP,07:00 - 10:15,Interdiario L-M-V,104,20
202506,Lima Norte Satélite,B02EP,10:30 - 13:45,Interdiario L-M-V,104,20
202506,Lima Norte Satélite,B02EP,10:30 - 13:45,Interdiario L-M-V,103,20
202506,Lima Norte Satélite,B02EP,16:00 - 19:15,Interdiario L-M-V,419,19
202506,Surco,B02EP,16:00 - 19:15,Interdiario L-M-V,206,25
202506,Surco,B02EP,10:30 - 13:45,Interdiario L-M-V,103,22
202506,Surco,B02EP,17:45 - 21:00,Interdiario L-M-V,205,25
202506,Miraflores,B02EP,10:30 - 13:45,Interdiario L-M-V,509,22
202506,Miraflores,B02EP,16:00 - 19:15,Interdiario L-M-V,608,18
202506,Miraflores,B02EP,17:45 - 21:00,Interdiario L-M-V,704,23
202506,Surco,B02EP,07:00 - 10:15,Interdiario L-M-V,103,22
202506,Surco,B02EP,10:30 - 13:45,Interdiario L-M-V,104,25
202506,Surco,B02EP,12:30 - 15:45,Interdiario L-M-V,201,22
202506,Lima Centro,B02EP,16:00 - 19:15,Interdiario L-M-V,408,16
202506,Lima Centro,B02EP,07:00 - 10:15,Interdiario L-M-V,304,27
202506,Lima Centro,B02EP,17:45 - 21:00,Interdiario L-M-V,202,19
202506,Lima Centro,B02EP,10:30 - 13:45,Interdiario L-M-V,304,27
202506,Lima Centro,B02EP,16:00 - 19:15,Interdiario L-M-V,103,24
202506,Lima Norte Satélite,B03EP,07:00 - 10:15,Interdiario L-M-V,105,20
202506,Lima Norte Satélite,B03EP,16:00 - 19:15,Interdiario L-M-V,207,20
202506,Lima Norte Satélite,B03EP,16:00 - 19:15,Interdiario L-M-V,202,20
202506,Lima Norte Satélite,B03EP,10:30 - 13:45,Interdiario L-M-V,106,20
202506,Lima Norte Satélite,B03EP,12:30 - 15:45,Interdiario L-M-V,202,20
202506,San Miguel,B03EP,16:00 - 19:15,Interdiario L-M-V,502,18
202506,San Miguel,B03EP,07:00 - 10:15,Interdiario L-M-V,302,19
202506,San Miguel,B03EP,16:00 - 19:15,Interdiario L-M-V,503,19
202506,San Miguel,B03EP,10:30 - 13:45,Interdiario L-M-V,303,20
202506,San Miguel,B03EP,17:45 - 21:00,Interdiario L-M-V,504,20
202506,San Miguel,B03EP,10:30 - 13:45,Interdiario L-M-V,401,19
202506,La Molina,B03EP,16:00 - 19:15,Interdiario L-M-V,307,20
202506,La Molina,B03EP,07:00 - 10:15,Interdiario L-M-V,202,20
202506,La Molina,B03EP,17:45 - 21:00,Interdiario L-M-V,309,20
202506,La Molina,B03EP,16:00 - 19:15,Interdiario L-M-V,414,21
202506,La Molina,B03EP,10:30 - 13:45,Interdiario L-M-V,302,20
202506,Surco,B03EP,10:30 - 13:45,Interdiario L-M-V,408,29
202506,Surco,B03EP,07:00 - 10:15,Interdiario L-M-V,104,25
202506,Surco,B03EP,17:45 - 21:00,Interdiario L-M-V,209,23
202506,Lima Centro,B03EP,07:00 - 10:15,Interdiario L-M-V,201,19
202506,Lima Centro,B03EP,10:30 - 13:45,Interdiario L-M-V,301,26
202506,Lima Centro,B03EP,16:00 - 19:15,Interdiario L-M-V,310,16
202506,Lima Centro,B03EP,17:45 - 21:00,Interdiario L-M-V,203,23
202506,Lima Centro,B03EP,16:00 - 19:15,Interdiario L-M-V,710,24
202506,Surco,B03EP,16:00 - 19:15,Interdiario L-M-V,315,29
202506,Miraflores,B03EP,10:30 - 13:45,Interdiario L-M-V,403,15
202506,Miraflores,B03EP,16:00 - 19:15,Interdiario L-M-V,403,15
202506,La Molina,B04EP,16:00 - 19:15,Interdiario L-M-V,308,22
202506,La Molina,B04EP,10:30 - 13:45,Interdiario L-M-V,508,27
202506,La Molina,B04EP,07:00 - 10:15,Interdiario L-M-V,301,20
202506,La Molina,B04EP,16:00 - 19:15,Interdiario L-M-V,504,23
202506,La Molina,B04EP,17:45 - 21:00,Interdiario L-M-V,312,20
202506,San Miguel,B04EP,16:00 - 19:15,Interdiario L-M-V,506,18
202506,San Miguel,B04EP,17:45 - 21:00,Interdiario L-M-V,603,19
202506,San Miguel,B04EP,10:30 - 13:45,Interdiario L-M-V,402,20
202506,Lima Norte Satélite,B04EP,16:00 - 19:15,Interdiario L-M-V,106,20
202506,San Miguel,B04EP,07:00 - 10:15,Interdiario L-M-V,303,20
202506,San Miguel,B04EP,16:00 - 19:15,Interdiario L-M-V,505,19
202506,Lima Norte Satélite,B04EP,12:30 - 15:45,Interdiario L-M-V,204,20
202506,Lima Norte Satélite,B04EP,16:00 - 19:15,Interdiario L-M-V,306,20
202506,Lima Norte Satélite,B04EP,10:30 - 13:45,Interdiario L-M-V,203,20
202506,Lima Norte Satélite,B04EP,07:00 - 10:15,Interdiario L-M-V,106,20
202506,Surco,B04EP,16:00 - 19:15,Interdiario L-M-V,211,25
202506,Surco,B04EP,10:30 - 13:45,Interdiario L-M-V,410,29
202506,Surco,B04EP,16:00 - 19:15,Interdiario L-M-V,306,25
202506,Miraflores,B04EP,16:00 - 19:15,Interdiario L-M-V,411,22
202506,Miraflores,B04EP,10:30 - 13:45,Interdiario L-M-V,412,18
202506,Surco,B04EP,07:00 - 10:15,Interdiario L-M-V,201,22
202506,Lima Centro,B04EP,17:45 - 21:00,Interdiario L-M-V,204,18
202506,Lima Centro,B04EP,10:30 - 13:45,Interdiario L-M-V,202,19
202506,Lima Centro,B04EP,16:00 - 19:15,Interdiario L-M-V,307,24
202506,Lima Centro,B04EP,07:00 - 10:15,Interdiario L-M-V,301,26
202506,Lima Centro,B04EP,16:00 - 19:15,Interdiario L-M-V,407,20
202506,Lima Norte Satélite,B05EP,07:00 - 10:15,Interdiario L-M-V,201,20
202506,Lima Norte Satélite,B05EP,16:00 - 19:15,Interdiario L-M-V,402,28
202506,Lima Norte Satélite,B05EP,17:45 - 21:00,Interdiario L-M-V,421,19
202506,Lima Norte Satélite,B05EP,16:00 - 19:15,Interdiario L-M-V,308,23
202506,Lima Norte Satélite,B05EP,16:00 - 19:15,Interdiario L-M-V,309,20
202506,Lima Norte Satélite,B05EP,10:30 - 13:45,Interdiario L-M-V,205,20
202506,Lima Norte Satélite,B05EP,12:30 - 15:45,Interdiario L-M-V,206,20
202506,San Miguel,B05EP,10:30 - 13:45,Interdiario L-M-V,403,19
202506,San Miguel,B05EP,17:45 - 21:00,Interdiario L-M-V,510,20
202506,San Miguel,B05EP,16:00 - 19:15,Interdiario L-M-V,509,19
202506,San Miguel,B05EP,07:00 - 10:15,Interdiario L-M-V,401,19
202506,San Miguel,B05EP,16:00 - 19:15,Interdiario L-M-V,508,19
202506,La Molina,B05EP,16:00 - 19:15,Interdiario L-M-V,401,20
202506,La Molina,B05EP,17:45 - 21:00,Interdiario L-M-V,402,20
202506,La Molina,B05EP,10:30 - 13:45,Interdiario L-M-V,304,23
202506,La Molina,B05EP,16:00 - 19:15,Interdiario L-M-V,313,19
202506,Surco,B05EP,17:45 - 21:00,Interdiario L-M-V,302,22
202506,Surco,B05EP,16:00 - 19:15,Interdiario L-M-V,301,22
